M   1                                 1952                              
M   2                                 7089                              
M   3                                 5272                              
M   4                                 6121                              
M   5                                 5904                              
M   6                                 6405                              
M   7                                 6475                              
M   8                                 6523                              
M   9                                 6333                              
M  10                                 6254                              
M  11                                 6705                              
M  12                                 6218                              
M  13                                 6205                              
M  14                                 6402                              
M  15                                 7078                              
M  16                                 6611                              
M  17                                 6618                              
M  18                                 6613                              
M  19                                 6273                              
M  20                                 6514                              
M  21                                 6531                              
M  22                                 6656                              
M  23                                 6494                              
M  24                                I4715                              
M  25                                I4725                              
M  26                                 6694                              
M  27                                 6853                              
M  28                                 6626                              
M  29                                 6913                              
M  30                                 7099                              
M  31                                  224                              
M  32                                  221                              
M  33                                  598                              
M  34                                 1039                              
M  35                                 2168                              
M  36                                 1960                              
M  37                                 2099                              
M  38                                 1912                              
M  39                                 7092                              
M  40                                I8127                              
M  41                                 2287                              
M  42                                 1976                              
M  43                                 1982                              
M  44                                 2632                              
M  45                                I8126                              
M  46                                 2437                              
M  47                                 2422                              
M  48                                 2548                              
M  49                                 4472                              
M  50                                 2323                              
M  51                                 5194                              
M  51                                 5194                              
M  52                                 7654                              
M  53                                 5024                              
M  54                                 6715                              
M  55                                 6809                              
M  56                                 6779                              
M  57                                 6720                              
M  58                                 4579                              
M  59                                 4621                              
M  60                                 4649                              
M  61                                 4303                              
M  62                                 6266                              
M  63                                 5055                              
M  64                                 4826                              
M  65                                 3623                              
M  66                                 3627                              
M  67                                 2682                              
M  68                                 4590                              
M  69                                 6637                              
M  70                                 6681                              
M  71                                 6838                              
M  72                                 6981                              
M  73                                 6994                              
M  74                                  628                              
M  75                                 6864                              
M  76                                  650                              
M  76                                  650                              
M  77                                 1068                              
M  78                                 2068                              
M  79                                 1904                              
M  80                                 6093                              
M  81                                 3031                              
M  82                                 3034                              
M  83                                 5236                              
M  84                                 4374                              
M  85                                 4382                              
M  86                                 4406                              
M  87                                 4486                              
M  88                                 4501                              
M  89                                 4552                              
M  90                                 4569                              
M  91                                 4548                              
M  92                                 6341                              
M  93                                 2447                              
M  94                                 4736                              
M  95                                 3351                              
M  96                                 3368                              
M  97                                 3587                              
M  98                                 4192                              
M  99                                 4254                              
M 100                                 4321                              
M 101                                 5457                              
M 102                                 5866                              
M 103                                  581                              
M 104                                 4594                              
M 105                                 3379                              
M 106                                 4258                              
M 107                                 6171                              
M 108                                 3556                              
M 109                                 3992                              
M 110                                  205                              
C   1                                  188                              
C   2                                   40                              
C   3                                 4236                              
C   4                                 7023                              
C   5                                I 342                              
C   6                                 6543                              
C   7                                 2403                              
C   8                                  559                              
C   9                                I8128                              
C  10                                  663                              
C  11                                 7635                              
C  12                                 6946                              
C  13                                  457                              
C  14                                  869                              
C  15                                 6826                              
C  16                                 7243                              
C  17                                  147                              
C  18                                  185                              
C  19                                I5146                              
C  20                                 7000                              
C  21                                 4449                              
C  22                                 7662                              
C  23                                  891                              
C  24                                 1275                              
C  25                                 2419                              
C  26                                 4244                              
C  27                                 6888                              
C  28                                  752                              
C  29                                 5005                              
C  30                                 7331                              
C  31                                I 405                              
C  32                                 4631                              
C  33                                 6992                              
C  34                                 6960                              
C  35                                 4889                              
C  36                                 4559                              
C  37                                 6885                              
C  38                                 4565                              
C  39                                 2392                              
C  40                                 3626                              
C  41                                I8129                              
C  42                                 7006                              
C  43                                 7814                              
C  44                                 7479                              
C  45                                 5248                              
C  46                                 2261                              
C  47                                 6934                              
C  48                                 2775                              
C  49                                 2237                              
C  50                                 2244                              
C  51                                I1613                              
C  52                                 4697                              
C  53                                 3115                              
C  54                                 2506                              
C  55                                 7009                              
C  56                                  246                              
C  57                                 6822                              
C  58                                 2360                              
C  59                                 3242                              
C  60                                 4038                              
C  61                                 4039                              
C  62                                  247                              
C  63                                 7293                              
C  64                                 2362                              
C  65                                  253                              
C  66                                 5694                              
C  67                                 1097                              
C  68                                 6729                              
C  69                                 6302                              
C  70                                  300                              
C  71                                 2477                              
C  72                                   55                              
C  73                                 1851                              
C  74                                 3132                              
C  75                                 6124                              
C  76                                 6231                              
C  77                                 5128                              
C  78                                 6541                              
C  79                                 3201                              
C  80                                 5139                              
C  81                                 6352                              
C  82                                 6193                              
C  83                                 4945                              
C  84                                 5286                              
C  85                                I2391                              
C  86                                 6397                              
C  87                                 1261                              
C  88                                 5823                              
C  89                                 6087                              
C  90                                 2867                              
C  91                                 3532                              
C  92                                 3372                              
C  93                                 6752                              
C  94                                 4755                              
C  95                                 6025                              
C  96                                 2516                              
C  97                                 3766                              
C  98                                 4609                              
C  99                                I8130                              
C 100                                I2944                              
C 101                                 6744                              
C 102                                I2602                              
C 103                                 2070                              
C 104                                  362                              
C 105                                 4833                              
C 106                                  104                              
C 107                                 6101                              
C 108                                 4372                              
C 109                                 3195                              
C62-伯比奇链                               247                              
C65-玉夫座星系                              253                              
Mel3                                   288                              
C53-纺锤星系                              3115                              
C59-木魂星云                              3242                              
汉堡星系                                  3628                              
洒水器星云                                 4361                              
C52                                   4697                              
Mel111                               I8074                              
C36-锦鲤星系                              4559                              
C38-针状星系                              4565                              
C32-鲸鱼星系                              4631                              
撬棒星系                                  4656                              
遗失星系                                  4526                              
银纹星系                                  4216                              
纸风筝星系                                 4762                              
刃珠星系                                  5746                              
Mel179-夏季蜂巢星团                        I4665                              
小鬼魂星云                                 6369                              
乌龟星云                                  6210                              
蓝壁球星云                                 6572                              
Mel201-双胞胎星团                          6633                              
Mel210-格拉夫星团                         I4756                              
Mel215                                6712                              
知更鸟蛋星云                                1360                              
埃及艳后之眼星云                              1535                              
小宝石星云                                 6818                              
C57-巴纳德星系                             6822                              
C30-鹿舔星系群                             7331                              
C55-土星状星云                             7009                              
C63-螺旋星云                              7293                              
M45-昴星团                              I8126                              
Mel26-海盗之月星团                          1647                              
Cr73-煤车星团                             1981                              
美人鱼的钱包星云                              1973                              
宇宙蝙蝠星云                                1788                              
火焰星云                                  2024                              
C64-弧矢增六星团                            2362                              
Cr77                                  2129                              
Cr84                                  2175                              
C46-哈勃变光星云                            2261                              
Mel49-圣诞树星团                           2264                              
C39-爱斯基摩星云                            2392                              
C58-卡罗琳星团                             2360                              
雷神的头盔                                 2359                              
Mel70                                 2423                              
Mel83-盘状星团                            2539                              
C49-玫瑰星云                              2237                              
C50-玫瑰星云                              2244                              
Mel54-海格的龙星团                          2301                              
Mel59                                 2324                              
C28                                    752                              
C23                                    891                              
M40-温内克4                             I8127                              
C26                                   4244                              
C21                                   4449                              
茧星系                                   4490                              
太空迷航星系                                6503                              
C6-猫眼星云                               6543                              
C15-眨眼行星状星云                           6826                              
吃豆人星云                                  281                              
C13-蜻蜓星团                               457                              
C8                                     559                              
Mel9-迷蝶星团                              654                              
C10-割草机星团                              663                              
C14-双星团                                869                              
C14-双星团                                884                              
Mel232-魔斯拉星团                          6940                              
C34-纤维星云                              6960                              
鹈鹕星云                                 I5067                              
C33-东面纱星云                             6992                              
C20-北美洲星云                             7000                              
粉枕星云                                  7027                              
Mel231-鬼套星团                           6939                              
C12-烟花星系                              6946                              
Cr439-象鼻星云                           I1396                              
Mel245-卡洛琳玫瑰星团                        7789                              
Mel238-飞蜥星团                           7209                              
C16                                   7243                              
C22-蓝雪球星云                             7662                              
仙人掌星系                                 1023                              
Mel18-帕特里克海星星团                        1245                              
化石足迹星云                                1491                              
Mel23-M&M双星团                          1528                              
Cr68-苍蝇星云                             1931                              
Mel51-碎心星团                            2281                              
C7                                    2403                              
UFO星系                                 2683                              
虎眼星系                                  2841                              
花环星系                                  3077                              
C72-珍珠串星系                               55                              
C106-杜鹃座47球状星团                         104                              
C104                                   362                              
天炉座A                                  1316                              
大棒旋星系                                 1365                              
C97-珍珠星团                              3766                              
C94-宝盒星团                              4755                              
C77-半人马座A                             5128                              
C80-半人马座奥米茄星团                         5139                              
Mel123                                5460                              
Mel130                                5822                              
Mel136                                5986                              
Mel140                                6067                              
C89-矩尺座S星团                            6087                              
C86                                   6397                              
C75                                   6124                              
C76-伪彗星星云                             6231                              
Mel174                                6388                              
C78-砂锅星团                              6541                              
Mel217-吊灯星团                           6723                              
C93-孔雀座球状星团                           6752                              
C73                                   1851                              
C103-狼蛛星云                             2070                              
C96-短跑人星团                             2516                              
Cr161-刺蝎星团                            2451                              
C71-电吉他星团                             2477                              
Mel84-金耳环星团                           2547                              
Cr178-心与匕首星团                          2546                              
C85-船帆座ο星团                           I2391                              
C74-双环星云                              3132                              
C79                                   3201                              
Mel95                                 2808                              
Mel98-手状星团                            3114                              
Mel100-宝石星团                           3293                              
C102-南天七姐妹星团                         I2602                              
C92-船底座星云                             3372                              
C91-许愿井星团                             3532                              
