M   1                                 1952                              
M   2                                 7089                              
M   3                                 5272                              
M   4                                 6121                              
M   5                                 5904                              
M   6                                 6405                              
M   7                                 6475                              
M   8                                 6523                              
M   9                                 6333                              
M  10                                 6254                              
M  11                                 6705                              
M  12                                 6218                              
M  13                                 6205                              
M  14                                 6402                              
M  15                                 7078                              
M  16                                 6611                              
M  17                                 6618                              
M  18                                 6613                              
M  19                                 6273                              
M  20                                 6514                              
M  21                                 6531                              
M  22                                 6656                              
M  23                                 6494                              
M  24                                I4715                              
M  25                                I4725                              
M  26                                 6694                              
M  27                                 6853                              
M  28                                 6626                              
M  29                                 6913                              
M  30                                 7099                              
M  31                                  224                              
M  32                                  221                              
M  33                                  598                              
M  34                                 1039                              
M  35                                 2168                              
M  36                                 1960                              
M  37                                 2099                              
M  38                                 1912                              
M  39                                 7092                              
M  40                                I8127                              
M  41                                 2287                              
M  42                                 1976                              
M  43                                 1982                              
M  44                                 2632                              
M  45                                I8126                              
M  46                                 2437                              
M  47                                 2422                              
M  48                                 2548                              
M  49                                 4472                              
M  50                                 2323                              
M  51                                 5194                              
M  51                                 5194                              
M  52                                 7654                              
M  53                                 5024                              
M  54                                 6715                              
M  55                                 6809                              
M  56                                 6779                              
M  57                                 6720                              
M  58                                 4579                              
M  59                                 4621                              
M  60                                 4649                              
M  61                                 4303                              
M  62                                 6266                              
M  63                                 5055                              
M  64                                 4826                              
M  65                                 3623                              
M  66                                 3627                              
M  67                                 2682                              
M  68                                 4590                              
M  69                                 6637                              
M  70                                 6681                              
M  71                                 6838                              
M  72                                 6981                              
M  73                                 6994                              
M  74                                  628                              
M  75                                 6864                              
M  76                                  650                              
M  76                                  650                              
M  77                                 1068                              
M  78                                 2068                              
M  79                                 1904                              
M  80                                 6093                              
M  81                                 3031                              
M  82                                 3034                              
M  83                                 5236                              
M  84                                 4374                              
M  85                                 4382                              
M  86                                 4406                              
M  87                                 4486                              
M  88                                 4501                              
M  89                                 4552                              
M  90                                 4569                              
M  91                                 4548                              
M  92                                 6341                              
M  93                                 2447                              
M  94                                 4736                              
M  95                                 3351                              
M  96                                 3368                              
M  97                                 3587                              
M  98                                 4192                              
M  99                                 4254                              
M 100                                 4321                              
M 101                                 5457                              
M 102                                 5866                              
M 103                                  581                              
M 104                                 4594                              
M 105                                 3379                              
M 106                                 4258                              
M 107                                 6171                              
M 108                                 3556                              
M 109                                 3992                              
M 110                                  205                              
C   1                                  188                              
C   2                                   40                              
C   3                                 4236                              
C   4                                 7023                              
C   5                                I 342                              
C   6                                 6543                              
C   7                                 2403                              
C   8                                  559                              
C   9                                I8128                              
C  10                                  663                              
C  11                                 7635                              
C  12                                 6946                              
C  13                                  457                              
C  14                                  869                              
C  15                                 6826                              
C  16                                 7243                              
C  17                                  147                              
C  18                                  185                              
C  19                                I5146                              
C  20                                 7000                              
C  21                                 4449                              
C  22                                 7662                              
C  23                                  891                              
C  24                                 1275                              
C  25                                 2419                              
C  26                                 4244                              
C  27                                 6888                              
C  28                                  752                              
C  29                                 5005                              
C  30                                 7331                              
C  31                                I 405                              
C  32                                 4631                              
C  33                                 6992                              
C  34                                 6960                              
C  35                                 4889                              
C  36                                 4559                              
C  37                                 6885                              
C  38                                 4565                              
C  39                                 2392                              
C  40                                 3626                              
C  41                                I8129                              
C  42                                 7006                              
C  43                                 7814                              
C  44                                 7479                              
C  45                                 5248                              
C  46                                 2261                              
C  47                                 6934                              
C  48                                 2775                              
C  49                                 2237                              
C  50                                 2244                              
C  51                                I1613                              
C  52                                 4697                              
C  53                                 3115                              
C  54                                 2506                              
C  55                                 7009                              
C  56                                  246                              
C  57                                 6822                              
C  58                                 2360                              
C  59                                 3242                              
C  60                                 4038                              
C  61                                 4039                              
C  62                                  247                              
C  63                                 7293                              
C  64                                 2362                              
C  65                                  253                              
C  66                                 5694                              
C  67                                 1097                              
C  68                                 6729                              
C  69                                 6302                              
C  70                                  300                              
C  71                                 2477                              
C  72                                   55                              
C  73                                 1851                              
C  74                                 3132                              
C  75                                 6124                              
C  76                                 6231                              
C  77                                 5128                              
C  78                                 6541                              
C  79                                 3201                              
C  80                                 5139                              
C  81                                 6352                              
C  82                                 6193                              
C  83                                 4945                              
C  84                                 5286                              
C  85                                I2391                              
C  86                                 6397                              
C  87                                 1261                              
C  88                                 5823                              
C  89                                 6087                              
C  90                                 2867                              
C  91                                 3532                              
C  92                                 3372                              
C  93                                 6752                              
C  94                                 4755                              
C  95                                 6025                              
C  96                                 2516                              
C  97                                 3766                              
C  98                                 4609                              
C  99                                I8130                              
C 100                                I2944                              
C 101                                 6744                              
C 102                                I2602                              
C 103                                 2070                              
C 104                                  362                              
C 105                                 4833                              
C 106                                  104                              
C 107                                 6101                              
C 108                                 4372                              
C 109                                 3195                              
C5-马费伊1星系群                           I 342                              
C11-气泡星云                              7635                              
C21                                   4449                              
C23                                    891                              
C24-英仙座A                              1275                              
C26                                   4244                              
C29                                   5005                              
C35-后发座B                              4889                              
C42                                   7006                              
C45                                   5248                              
C51                                  I1613                              
C66                                   5694                              
Mel18-帕特里克海星星团                        1245                              
Mel21-小蝎星团                            1342                              
Mel23-M&M双星团                          1528                              
Mel26-海盗之月星团                          1647                              
Mel27-4-H 星团                          1664                              
Mel132-鬼魂球状星团                         5897                              
Cr41-卷舌五星云                           I 348                              
Cr49-M&M双星团                           1545                              
Cr362-赫歇尔36                           6530                              
Cr398-可能的双星团                          6756                              
Cr425-鸟巢                              6996                              
Cr441-小星团星云                           7129                              
C2-蝴蝶结星云                                40                              
NGC 128星系群                             128                              
大王乌贼星系                                 134                              
仙女座星系中的大恒星云                            206                              
吃豆人星云                                  281                              
NGC 383星系群                             383                              
马卡良348                                 262                              
NGC 507星系群                             507                              
转马星系                                   488                              
小主轴星系                                  584                              
小哑铃星云                                  651                              
蕨菜星系                                   772                              
达斯·维德的星际战舰                             936                              
仙人掌星系                                 1023                              
上帝之眼星系                                1232                              
胚胎星云                                  1333                              
昴宿四星云                                 1432                              
昴宿五星云                                 1435                              
化石足迹星云                                1491                              
加利福尼亚星云                               1499                              
水晶球星云                                 1514                              
斯特鲁维遗失星云                              1554                              
欣德变光星云                                1555                              
北三裂星云                                 1579                              
方盒星系群                                 4169                              
方盒星系群                                 4170                              
方盒星系群                                 4174                              
方盒星系群                                 4175                              
美杜莎星系                                 4194                              
双胞胎星系                                 4567                              
双胞胎星系                                 4568                              
俄罗斯彩蛋星系                               4605                              
伞星系                                   4651                              
双鼠星系                                  4676                              
黑胶唱片星系                                4669                              
后发座Z彗发星系                              4898                              
茧星系                                   4990                              
田鳖星系                                  5033                              
基南系统                                  5216                              
基南系统                                  5218                              
NGC 5353星系群                           5353                              
苍鹭星系                                  5394                              
苍鹭星系                                  5395                              
NGC 5416星系群                           5416                              
龙星云                                   5623                              
NGC 5629星系群                           5629                              
法思703                                 5892                              
赛弗特六重星系                               6027                              
麦圈星云                                  6337                              
红蜘蛛星云                                 6537                              
爱德华星系                                 6621                              
幻影条纹星云                                6741                              
鸟头星系                                  6745                              
蒲公英星云                                 6751                              
M76之子                                 6778                              
小指环星云                                 6894                              
巨兽星系                                  6907                              
弗莱明三角星云                               6979                              
网星云                                   6995                              
乳酪汉堡星云                                7026                              
躲猫猫星云                                 7048                              
Baxendell's Unphotographable Nebula   7088                              
核和平星系                                 7252                              
NGC 7385 星系群                          7385                              
北礁湖星云                                 7538                              
荷包蛋星系                                 7742                              
邦德星系                                  7793                              
星爆星系                                 I  10                              
策星云                                  I  59                              
策星云                                  I  63                              
巴纳德昴宿五星云                             I 349                              
天津一星云                                I1318                              
ZW II 108星系群                         I1365                              
鱼头星云                                 I1795                              
鹈鹕星云                                 I5067                              
鹈鹕星云                                 I5070                              
